,Unnamed: 0.2,Tweets,Fecha,urls,urls_reales,medios,Tweets_sin_url,cluster,RT
57,,"Para un economista de Alberto Fernández, ""la deuda es como la falopa"" https://t.co/4G1ubRKQJG",Wed Aug 21 14:01:42 +0000 2019,0,0,True,"Para un economista de Alberto Fernández, ""la deuda es como la falopa"" https://t.co/4G1ubRKQJG",True,True
58,,"Para un economista de Alberto Fernández, ""la deuda es como la falopa"" https://t.co/4G1ubRKQJG",Wed Aug 21 14:03:35 +0000 2019,0,0,True,"Para un economista de Alberto Fernández, ""la deuda es como la falopa"" https://t.co/4G1ubRKQJG",True,True
59,,"Para un economista de Alberto Fernández, ""la deuda es como la falopa"" https://t.co/4G1ubRKQJG",Wed Aug 21 14:05:01 +0000 2019,0,0,True,"Para un economista de Alberto Fernández, ""la deuda es como la falopa"" https://t.co/4G1ubRKQJG",True,True
60,,"Para un economista de Alberto Fernández, ""la deuda es como la falopa"" https://t.co/4G1ubRKQJG",Wed Aug 21 14:07:49 +0000 2019,0,0,True,"Para un economista de Alberto Fernández, ""la deuda es como la falopa"" https://t.co/4G1ubRKQJG",True,True
61,,"Para un economista de Alberto Fernández, ""la deuda es como la falopa"" https://t.co/NH7a138XOT",Wed Aug 21 14:07:19 +0000 2019,0,0,False,"Para un economista de Alberto Fernández, ""la deuda es como la falopa"" https://t.co/NH7a138XOT",True,True
62,,"Para un economista de Alberto Fernández, ""la deuda es como la falopa"" https://t.co/4G1ubRKQJG",Wed Aug 21 14:17:29 +0000 2019,0,0,True,"Para un economista de Alberto Fernández, ""la deuda es como la falopa"" https://t.co/4G1ubRKQJG",True,True
63,,"Para un economista de Alberto Fernández, ""la deuda es como la falopa"" https://t.co/4G1ubRKQJG",Wed Aug 21 14:16:39 +0000 2019,0,0,True,"Para un economista de Alberto Fernández, ""la deuda es como la falopa"" https://t.co/4G1ubRKQJG",True,True
64,,"Para un economista de Alberto Fernández, ""la deuda es como la falopa"" https://t.co/4G1ubRKQJG",Wed Aug 21 14:15:58 +0000 2019,0,0,True,"Para un economista de Alberto Fernández, ""la deuda es como la falopa"" https://t.co/4G1ubRKQJG",True,True
65,,"Para un economista de Alberto Fernández, ""la deuda es como la falopa"" https://t.co/4G1ubRKQJG",Wed Aug 21 14:20:24 +0000 2019,0,0,True,"Para un economista de Alberto Fernández, ""la deuda es como la falopa"" https://t.co/4G1ubRKQJG",True,True
66,,Un economista de Alberto Fernández comparó la deuda con la falopa y se arrepintió https://t.co/V9J5sXDOqi vía @todonoticias,Wed Aug 21 14:27:41 +0000 2019,0,0,False,Un economista de Alberto Fernández comparó la deuda con la falopa y se arrepintió https://t.co/V9J5sXDOqi vía @todonoticias,True,True
67,,Un economista de Alberto Fernández comparó la deuda con la falopa y se arrepintió https://t.co/V9J5sXDOqi vía @todonoticias,Wed Aug 21 14:28:45 +0000 2019,0,0,False,Un economista de Alberto Fernández comparó la deuda con la falopa y se arrepintió https://t.co/V9J5sXDOqi vía @todonoticias,True,True
68,,"Para un economista de Alberto Fernández, ""la deuda es como la falopa"" https://t.co/4G1ubRKQJG",Wed Aug 21 14:28:25 +0000 2019,0,0,True,"Para un economista de Alberto Fernández, ""la deuda es como la falopa"" https://t.co/4G1ubRKQJG",True,True
69,,"Para un economista de Alberto Fernández, ""la deuda es como la falopa"" https://t.co/4G1ubRKQJG",Wed Aug 21 14:36:58 +0000 2019,0,0,True,"Para un economista de Alberto Fernández, ""la deuda es como la falopa"" https://t.co/4G1ubRKQJG",True,True
