,Tweets,Fecha,urls,medios
120941,"En la ciudad más cara del país, las tarifas son impagables. Las empresas cada vez más beneficiadas por… https://t.co/LRb0MbJk7J",Fri Mar 01 12:17:31 +0000 2019,https://twitter.com/i/web/status/1101456427846156289,False
120995,"Macri hambre, Macri el sueldo no alcanza, Macri nos quita derechos, Macri, Macri, Macri. 
Pero cuando hay un fin de… https://t.co/gC93FqMgOr",Fri Mar 01 12:15:54 +0000 2019,https://twitter.com/i/web/status/1101456020923183105,False
124565,"@CFKArgentina Todo se paga cristi, tarde o temprano. Personajes oscuros si los hay...",Fri Mar 01 13:41:32 +0000 2019,,False
125658,Nada bueno se puede esperar de Macri y Cambiemos. El pueblo trabajador sufre el ajuste brutal mientras se beneficia… https://t.co/3b0odYxoLy,Fri Mar 01 14:01:55 +0000 2019,https://twitter.com/i/web/status/1101482701687832576,False
129786,"@femimemi_ macri: oh si.... trabajar es maravilloso
also macri: *hace maratón de partidos de boke todo el día*",Fri Mar 01 14:20:51 +0000 2019,,False
129840,"Macri dice creamos puestos de trabajos, y la gente cada ves tiene menos trabajo y se están cerrando un montón de pu… https://t.co/3R2Tmo7J4h",Fri Mar 01 14:20:44 +0000 2019,https://twitter.com/i/web/status/1101487438814425092,False
132041,"@winelightsx Si te pensás que Macri nada más tiene el problema de los ""precios altos"" estás re equivocada. Re merecido tiene que lo puteen.",Fri Mar 01 14:44:55 +0000 2019,,False
132911,"@WRadioColombia @PDVSA Terminando de entregar el país, ese es muy triple@#$%€£¿&amp;/ $#, es muy bruto; por eso en Colo… https://t.co/PfRNrIY1zI",Fri Mar 01 14:50:16 +0000 2019,https://twitter.com/i/web/status/1101494871968362498,False
133021,@diegobranca Siii.Como trabajadora estoy indignada.Le aumento a los vagos el 46%.!!!Y los laburantes pagando todos… https://t.co/3XVzARB27w,Fri Mar 01 14:58:00 +0000 2019,https://twitter.com/i/web/status/1101496818125426688,False
134249,@FerRaverta @CFKArgentina Y si..hoy es viernes...día laborable para los que trabajan...!! Y pagan impuestos...y no… https://t.co/cEzyPHR2St,Fri Mar 01 15:10:06 +0000 2019,https://twitter.com/i/web/status/1101499862858846214,False
134673,Macri podrá dejarnos el pais destruido y en default pero la cantidad de Memes que nos permitió crear no tiene precio,Fri Mar 01 15:08:33 +0000 2019,,False
138972,"Se que no estamos bien, impuestos altos y sueldos bajos, pero después de ver la actitud peroncha-kirchner-troska má… https://t.co/sFO4rMCxc4",Fri Mar 01 16:15:05 +0000 2019,https://twitter.com/i/web/status/1101516214034153477,False
140032,"@ThomaasPatricio Ok, yo vendo en dólares por lo cual duplique mi sueldo respecto al dólar de 20. Y? El resto que se… https://t.co/DF90m8k24n",Fri Mar 01 16:24:55 +0000 2019,https://twitter.com/i/web/status/1101518688866521090,False
141163,"@GeroPrioli Y si lo hacen quedar mal también por las cosas que no cumplió, aparte que tiene que ver cfk en todo est… https://t.co/sGYQPE31he",Fri Mar 01 16:48:50 +0000 2019,https://twitter.com/i/web/status/1101524706463752193,False
142786,@LaLetraChicaOk Vayan a trabajar !!! Mentirosos !! Cínicos este gobierno de Macri destruyó al país y enriqueció al… https://t.co/lONmnY2UWH,Fri Mar 01 17:11:46 +0000 2019,https://twitter.com/i/web/status/1101530478711054336,False
143065,"#HayOtroCamino que es el desendeudamiento
El buen trato a los jubilados 
Tarifas subsidiadas 
Paritarias libres par… https://t.co/CCUMbTCaXr",Fri Mar 01 17:18:10 +0000 2019,https://twitter.com/i/web/status/1101532090779209729,False
144678,La gente odia a Macri por cobrar servicios y quitar el subsidio que casi lleva a la quiebra al país. Y saben que? P… https://t.co/WcwcyOsQkX,Fri Mar 01 17:52:18 +0000 2019,https://twitter.com/i/web/status/1101540678490877957,False
144695,"Todos se quejan de macri, capas que si intentan trabajar y dejar de querer todo de arriba les va a ir mejor😘",Fri Mar 01 17:52:09 +0000 2019,,False
146514,"Amo que macri diga ""por lo que trabajamos"", si el infeliz nunca trabajo en su vida",Fri Mar 01 18:37:49 +0000 2019,,False
147253,"@agencialavieja Alfredo querido, no hay una te te venga bien, con el mal gobierno de Macri y tu rechazo a los K este es un gran negocio",Fri Mar 01 18:54:56 +0000 2019,,False
147587,"Gente cara dura que se queja  de Macri, Kristina, pero están en su casa rascándosela y lo peor cobrando un “Sueldo”.  🤦🏽‍♂️",Fri Mar 01 19:00:28 +0000 2019,,False
148314,"@todonoticias Para macri el patano era tener un sueldo Digno, defender la moneda evitar el ingreso de mercaderias d… https://t.co/HIIhU3rtS0",Fri Mar 01 19:22:30 +0000 2019,https://twitter.com/i/web/status/1101563381868314630,False
148883,@faloyalabolsa Yo creo que es peor aún que Macri. Porque traiciona a su clase trabajando (operando)  para la oligarquía,Fri Mar 01 19:53:12 +0000 2019,,False
150012,"@GiselZat El problema es que con Macri tenemos cada vez menos derechos laborales. Precarización laboral, desempleo, etc.",Fri Mar 01 20:14:03 +0000 2019,,False
150439,@Papinianum @carod2015 @JMMarchetti71 Macri no cambia el delirio impositivo porque necesita afrontar la situación fiscal. Y no le alcanza.,Fri Mar 01 20:28:22 +0000 2019,,False
150560,"#AsambleaLegislativa  Un tipo desconectado de la realidad, un bufón de la oligarquía, pero sobre todo un pésimo act… https://t.co/ycPTTxTQia",Fri Mar 01 20:26:35 +0000 2019,https://twitter.com/i/web/status/1101579506018672640,False
151150,"@eldestapeweb Ni él sabía q ganaba, todo x voto castigo a Cristina. Ahora pagamos muy caro, más de cien años de deuda con el fmi 😡😡😡😡😡😡😡😡😡😡",Fri Mar 01 20:39:39 +0000 2019,,False
151224,"Vamos Macri..sos mucho para la parte de este país compuesta por ladrones e inescrupulosos...y para los honestos, ¡s… https://t.co/4Vamy2D3xq",Fri Mar 01 20:38:42 +0000 2019,https://twitter.com/i/web/status/1101582554963034113,False
151536,"Esta loco lo que cuesta cada Flynn Paff, ahora sí es personal Macri caaaaat",Fri Mar 01 20:45:39 +0000 2019,,False
152199,"@lauritalonso @AngeldebritoOk Millones de los k dijeron que si macri ganaba se iban, y acá están todavía robando lo poco que queda.",Fri Mar 01 20:55:14 +0000 2019,,False
154297,@Cronistacom Ah cierto que Macri prometió sacar ganancias y lejos de eso mas.gente paga el impuesto al sueldo. @mauriciomacri,Fri Mar 01 21:36:14 +0000 2019,,False
154512,@FerRaverta @CFKArgentina Y...lo lo pagaba con nuestros impuestos en vez de ir a laburar...atorrantes!!!,Fri Mar 01 21:40:54 +0000 2019,,False
155310,"@Lupo55 No hay un mango para la clase trabajadora,jubilados y pensionados. La guita se la llevan las empresas energ… https://t.co/rUOu0H44fc",Fri Mar 01 22:03:11 +0000 2019,https://twitter.com/i/web/status/1101603818280767490,False
155878,Paja trabajar el día de cumpleaños. Todo por ser pobre. Maldito Macri,Fri Mar 01 22:17:42 +0000 2019,,False
156231,"@mauriciomacri Che Macri, deberías hacer que podamos cobrar sueldo por no hacer nada, alta paja trabajar vieji",Fri Mar 01 22:20:54 +0000 2019,,False
157182,@Cronistacom Ganancias? Le roban a los trabajadores! Que pague macri y sus secuaces y los juecez! Deje a los trabajdores tranquilos...,Fri Mar 01 22:41:58 +0000 2019,,False
157747,@ingcm @LANACION Acá el único que se beneficia es Macri y su familia que son dueños de los peajes,Fri Mar 01 22:53:12 +0000 2019,,False
158713,"#Presimiente
#HayOtroCamino
#1M  

No es un fantasia ganar un buen sueldo, es algo muy justo. Macri te rebajo el sueldo.",Fri Mar 01 23:13:55 +0000 2019,,False
160048,"Porque les pagaban y los obligaban los sindicatos
La diferencia es que los del otro lado de la grieta de los delinc… https://t.co/WxrBM0cEvx",Fri Mar 01 23:38:11 +0000 2019,https://twitter.com/i/web/status/1101627722818875393,False
160077,"El modelo destruye trabajo? O el agujero que dejó tu bienamada hdrmp CFK?
Y los subsidios que dejó? Y las jubilacio… https://t.co/HStPjrgS5M",Fri Mar 01 23:37:52 +0000 2019,https://twitter.com/i/web/status/1101627645194833920,False
160095,"@JuanGrabois El modelo destruye trabajo? O el agujero que dejó tu bienamada hdrmp CFK?
Y los subsidios que dejó? Y… https://t.co/YWFHQS5pA8",Fri Mar 01 23:37:43 +0000 2019,https://twitter.com/i/web/status/1101627606808621056,False
160323,"@PolPot_kh @gus_bs A mi también.     
Ese aumento es PERONISTA POPULISTAS...año de elecciones, lo pagamos nosotros… https://t.co/uyrF7j2hdL",Fri Mar 01 23:49:39 +0000 2019,https://twitter.com/i/web/status/1101630608386781185,False
160449,@alferdez No creo. En el país de macri todos trabajamos.,Fri Mar 01 23:47:49 +0000 2019,,False
162211,Kirchneristas a los gritos en el Congreso: Pandilla de forajidos trabajando gratis para la campaña presidencial de Macri.,Sat Mar 02 00:23:24 +0000 2019,,False
162447,"Hijo d puta es el q voto Macri, se queja de los precios y q el sueldo no alcanza pero lo va a volver a votar",Sat Mar 02 00:30:37 +0000 2019,,False
162771,"@Mr_Bugman Perdón, pero el de hoy #hayotrocamino no lo pagaron baez y cfk?
Creo q era el q no llegaba a ningún lado.",Sat Mar 02 00:35:47 +0000 2019,,False
164071,"La gente se caga de hambre, siguen aumentando los precios, ya no hay sueldo que alcance. Basta señor Macri por favo… https://t.co/RZlctAOnB8",Sat Mar 02 01:10:33 +0000 2019,https://twitter.com/i/web/status/1101650971426459648,False
164480,@ViernesIntratab La Falta de CFK y Máximo es porque no les pagan? Impresentables,Sat Mar 02 01:16:06 +0000 2019,,False
166068,@Intratablestv Para el Macrismo los trabajadores somos un costo. Y  quieren pagarnos lo menos posible. Sociedad mis… https://t.co/8Jm3MAkZ3Z,Sat Mar 02 01:54:14 +0000 2019,https://twitter.com/i/web/status/1101661961798987776,False
166375,"No entiendo cómo le dio la cara MACRI Y SU GABINETE
De decirte en que tú sueldo era bajo, el nivel de pobreza, infl… https://t.co/DMJ21OKvIZ",Sat Mar 02 01:56:30 +0000 2019,https://twitter.com/i/web/status/1101662534287978497,False
168645,"@kuky_perez @infobae La gente tenia trabajo señora,hoy no,ese es el país de Macri",Sat Mar 02 02:48:35 +0000 2019,,False
169310,"@alexagomez2000 Es sencillo.
Las elecciones dejan buen dinero.",Sat Mar 02 02:58:46 +0000 2019,,False
170351,"@NicoRicupero La primera responsabilidad es de la CD por pagarle el sueldo, pero no voy a meterme con eso porque es… https://t.co/sERj03PjVZ",Sat Mar 02 03:22:48 +0000 2019,https://twitter.com/i/web/status/1101684249453834245,False
170731,"@animalesoficial En campaña Macri dijo que tenemos los impuestos mas caros del mundo, y no paran de subirlos",Sat Mar 02 03:34:19 +0000 2019,,False
171362,@FerRaverta @CFKArgentina Dirás se le pagaba a esa gente.... digamos todo! Ahora ese dinero se usa para obras!,Sat Mar 02 03:51:31 +0000 2019,,False
171841,Sé que algunas personas se les hace difícil trabajar y la AUH les ayuda mucho y me parece perfecto que el gobierno… https://t.co/HXUsoPDjRL,Sat Mar 02 04:09:20 +0000 2019,https://twitter.com/i/web/status/1101695960722403329,False
172649,"Gente cada día más bajo estamos, ya no nos alcanza para nada y Macri dice que tenemos trabajo 

SEÑORRRRR ACTUALIZA… https://t.co/vWiaFI2Eyp",Sat Mar 02 04:41:28 +0000 2019,https://twitter.com/i/web/status/1101704050410696704,False
173165,"@infobae Estándolo hasta  el cuello, años y décadas y siglos de politicos corruptos, Macri es lo mejor que les ha pasado.",Sat Mar 02 05:07:58 +0000 2019,,False
173663,"""Es el precio fijo o es por el horario"" AAJAJAJA me muero. Encima se enojan con el empleado y yo ni siquiera pongo… https://t.co/SR2fG5pA0m",Sat Mar 02 05:42:54 +0000 2019,https://twitter.com/i/web/status/1101719507272384512,False
174121,Por culpa de Macri y su manera de sacar adelante al país voy a tener que empezar a robar ahre,Sat Mar 02 06:18:25 +0000 2019,,False
174696,"Hay millones de empleos personalísimos e intransferibles.Los trabajadores han de tener libertad para ejercer sus derechos,no imposiciones.",Sat Mar 02 07:18:35 +0000 2019,,False
175035,"@Andres_Reig Al final el estado tendrá que cubrir las necesidades,a un precio mucho mayor y pedirá a esos mismos trabajadores más impuestos.",Sat Mar 02 07:50:06 +0000 2019,,False
175049,@Andres_Reig Afecta a trabajadores más pobres y a familias contratantes más pobres.El resto ya pagaba y cobraba más.,Sat Mar 02 07:48:39 +0000 2019,,False
178955,"@veroloren Yo también pero todo comenzó con CFK, su inflación,el cepo y los ""independientes"" que nos quedamos sin trabajo pues sela llevaban",Sat Mar 02 11:37:40 +0000 2019,,False
179826,"@alicfk @luzzmar170 Era lo que quería: bajar el ""costo laboral"" como llamó a los sueldos. ""Menos para ti, más para… https://t.co/WXmUM2tsvM",Sat Mar 02 12:06:20 +0000 2019,https://twitter.com/i/web/status/1101816004496236544,False
179833,"@FerRaverta @CFKArgentina Arriados como ganado, faltando al trabajo y cobrando de lo que uds nos robaban para hacer… https://t.co/AJnN9RNRoE",Sat Mar 02 12:05:56 +0000 2019,https://twitter.com/i/web/status/1101815903799382017,False
180456,A los dos les aviso que el Kirchnerismo no dejó ni las migas para robar. Les aviso para que no trabajen y después s… https://t.co/sWhRXN6sbh,Sat Mar 02 12:22:15 +0000 2019,https://twitter.com/i/web/status/1101820008991199232,False
180963,"@alejwall Es un caradura. Encima que dejó al país en la ruina, con una inflación descomunal, miles de desocupados,… https://t.co/59IuZo9VUI",Sat Mar 02 12:34:00 +0000 2019,https://twitter.com/i/web/status/1101822964113264640,False
181587,"¿desde cuándo no paga por el servicio eléctrico? o ¿Cuánto?
Sepa que al salir de la pesadilla del ChAbismo, Ud. deb… https://t.co/VJJ8D93nWk",Sat Mar 02 12:49:31 +0000 2019,https://twitter.com/i/web/status/1101826872076353536,False
182378,"@petrogustavo Este HP esta muy cansón 
Siempre lo mismo 
Esas elecciones lo dejaron mal",Sat Mar 02 13:08:17 +0000 2019,,False
183345,@juancampanella Cloacas que justo le pago ruselott a los macri como a muchos otros que cobraban plata por trabajos… https://t.co/zdftDWbYvO,Sat Mar 02 13:26:14 +0000 2019,https://twitter.com/i/web/status/1101836110265794560,False
183667,"@AgenciaElVigia Otro horror de Burricio Macri, encima que hace todo para el ort. Se enoja!",Sat Mar 02 13:37:07 +0000 2019,,False
187495,"Sus fantasías de MACRI   dijo creamos 7000 empleos pero hay  cada ves mas despedidos y desempleados
 2014 sueldo 30… https://t.co/HDWhjUVBUe",Sat Mar 02 15:09:14 +0000 2019,https://twitter.com/i/web/status/1101862033090379777,False
188072,"@Fergiachello @eldestapeweb Y así vivías mejor, este hace rico a los más adinerados y no tenes para llegar al mes,… https://t.co/DJ70qLRW1p",Sat Mar 02 15:19:27 +0000 2019,https://twitter.com/i/web/status/1101864601195634694,False
190018,"@WKAQ580 Gastando los chavos de FeMa pa pagarse sus sueldos y dar bonos.
La brea los focos, pa cuando pa cuando que… https://t.co/Kk5e1Mzipo",Sat Mar 02 16:03:38 +0000 2019,https://twitter.com/i/web/status/1101875723042738179,False
190689,"@ebasavilbaso Señor una verduleria chica,como para sacar para comer,nos asesinan a impuestos,no dan alternativa de… https://t.co/FJfrWEebHH",Sat Mar 02 16:24:38 +0000 2019,https://twitter.com/i/web/status/1101881007022714881,False
191344,"@TrabajoAmbiente @majulluis @CFKArgentina Cómo es espiar a un periodista famoso, al que le gusta mostrarse y que lo vean y reconozcan?",Sat Mar 02 16:41:32 +0000 2019,,False
191362,"Macri fracasó. Nos habían dicho que iban a crear empleos y cambiar planes por trabajo. 

Es muy evidente que este m… https://t.co/UlPrO0agSp",Sat Mar 02 16:41:10 +0000 2019,https://twitter.com/i/web/status/1101885167692587009,False
191432,"Ayer Trabajando, escuchando a @mauriciomacri
Pensaba que pasaron 38 meses de su gobierno, Y
Pagamos impuestos altos… https://t.co/sENpMybyeq",Sat Mar 02 16:39:29 +0000 2019,https://twitter.com/i/web/status/1101884745179451393,False
191998,"Todos se quejan del gobierno de Macri pero el que trabaja está bien,ojo,el que se queda en la casa a rascarse la bo… https://t.co/rw3J2lNSc5",Sat Mar 02 16:50:31 +0000 2019,https://twitter.com/i/web/status/1101887518205714434,False
192042,@FerRaverta @CFKArgentina X que la gente normal trabaja todo el día. Ustedes no. Y si te llevan y te pagan.. Como hacían ustedes!,Sat Mar 02 16:49:16 +0000 2019,,False
192717,"Parece que el extorsionadores, delincuentes y corruptos del Fiscal Stornelli y Juez Bonadio le daban ""comisiones ta… https://t.co/J1dRltsD43",Sat Mar 02 17:10:14 +0000 2019,https://twitter.com/i/web/status/1101892482646884354,False
194317,"@NanyPardo Total. Recuerdan el ""más salario, menos impuestos""? En este platanal hay que engañar al electorado para ganar las elecciones.",Sat Mar 02 17:45:37 +0000 2019,,False
194491,"@FerRaverta @CFKArgentina Ridícula,se llenaba de gente paga...Por bancar parásitos como vos estamos hechos mierda...",Sat Mar 02 17:49:25 +0000 2019,,False
194745,"Por suerte pusieron a un tipo como Macri, que se hizo rico defraudando al estado de todas las maneras posibles, par… https://t.co/75Vwmyc1Ks",Sat Mar 02 17:58:15 +0000 2019,https://twitter.com/i/web/status/1101904563655897088,False
194776,@FerRaverta @CFKArgentina Se llenaba de gente esclavizada x planes o coimas.Eran aduladores pagos.Por suerte no lo recurdan!!!!,Sat Mar 02 17:57:28 +0000 2019,,False
195188,"@Diecale @SLegado Cuando digo vagos.....digo gente que se presta a manejar a los humildes con tal de no trabajr, y… https://t.co/f6782xlALC",Sat Mar 02 18:10:32 +0000 2019,https://twitter.com/i/web/status/1101907656300814337,False
195713,"@_VicenteSerrano Ojalá se los nieguen, no tienen para pagar, debemos terminar con ellos en las próximas elecciones",Sat Mar 02 18:19:15 +0000 2019,,False
199394,"@teleSURtv @mauriciomacri Macri es un descarado, le importa poco caiga nivel vida Argentina, esta asociado con proxenetas millonarios.",Sat Mar 02 20:02:28 +0000 2019,,False
199731,"@martin_caparros Cuando privatizaron y crearon Aguas Arg, cobraban un cargo caro por la expansión de cloacas.Kirchn… https://t.co/ldOR5kFzbg",Sat Mar 02 20:10:12 +0000 2019,https://twitter.com/i/web/status/1101937773597126656,False
200332,@elisacarrio Pregunto. Todo es una opereta? Stornelli extorsiona a todo mundo? Tantos tipos se autoincriminan para… https://t.co/aGcIZ0wRhE,Sat Mar 02 20:27:24 +0000 2019,https://twitter.com/i/web/status/1101942102433386498,False
200572,@josefinah05 Ehhhh porque pidieron deuda a lo loco. Y la gastaron toda en clientelismo y en obras dadas a las empre… https://t.co/49ZoITzlSg,Sat Mar 02 20:43:37 +0000 2019,https://twitter.com/i/web/status/1101946180546760705,False
200651,"me la baja mucho que sea fin de semana y no tener un mango para hacer nada, macri y el desempleo me está volviendo mala persona",Sat Mar 02 20:41:45 +0000 2019,,False
200652,"@FerRaverta @CFKArgentina 🤣🤣🤣🤣🤣🤣🤣 lo ve como épico 🤦‍♀️🤦‍♀️🤦‍♀️te faltó,  nos tomaban lista, nos pagaban y nos acarreaban como ganado!!!",Sat Mar 02 20:41:43 +0000 2019,,False
202192,"@atlanticsurff Vos no pagas impuestos
Igual que los sojeros e igual que Macri, que debe 70 mil millones por el canon de Correo Argentino...",Sat Mar 02 21:33:47 +0000 2019,,False
202227,Macri labura menos que los que cobran planes,Sat Mar 02 21:32:34 +0000 2019,,False
202277,"Sabemos que cuesta llegar a fin de mes, que cuesta pagar la luz, que los jubilados están sufriendo la miseria que p… https://t.co/N5TFmPtyXA",Sat Mar 02 21:35:06 +0000 2019,https://twitter.com/i/web/status/1101959136449843206,False
202321,"@dgreynoso macri es como la farolera "" y todas las cuentas le salieron mal "" ...",Sat Mar 02 21:36:31 +0000 2019,,False
202556,"@FerRaverta @CFKArgentina Sí, llena de gente despreciable, paga e improductiva. MM no los necesita, son parte de la vieja política",Sat Mar 02 21:46:09 +0000 2019,,False
202769,@Abilassalle #MiRealidad Es indignante que Macri mienta y mienta diariamente..estamos perdidos con estos explotador… https://t.co/NQdThS7Lws,Sat Mar 02 21:47:42 +0000 2019,https://twitter.com/i/web/status/1101962310158086146,False
203708,@RolandoR_17 @finerels @LaEtchecopar Cuando trabajes y tengas que pagarte todo vas a ver qué todo es más simple. An… https://t.co/Q3sv0tNLOY,Sat Mar 02 22:21:42 +0000 2019,https://twitter.com/i/web/status/1101970864411734017,False
203727,Etchebest dice ser extorsionado y la verdad es un extorsionador. Trabajó y se dedicó toda su vida a eso. Tenía 1 of… https://t.co/XwNCo2ZUXE,Sat Mar 02 22:21:00 +0000 2019,https://twitter.com/i/web/status/1101970687189749760,False
203775,@C5N @mauriciomacri Todo es una mentira Macri  todo sube no ay trabajo todo lo que prometí no lo cumblio,Sat Mar 02 22:19:27 +0000 2019,,False
204261,"fua wacho que triste q todo sea tan caro, maldito macri",Sat Mar 02 22:30:05 +0000 2019,,False
204614,"El gobierno de Macri nos estafó a todos, yo también me siento estafado porque es peor que lo que suponía.… https://t.co/EDqUICt8Bn",Sat Mar 02 22:42:36 +0000 2019,https://twitter.com/i/web/status/1101976123460730880,False
205601,@dupegrande Bueno pero los planeros cobramos el primer día hábil perdón si sos pobre no es mi problema ah era Macri,Sat Mar 02 23:12:19 +0000 2019,,False
206516,@LAVOZcomar Se olvidan que su protegido Macri nos desordeno la vida no nos alcanza para nada nuestros sueldos,Sat Mar 02 23:35:17 +0000 2019,,False
208191,"@FerRaverta @CFKArgentina Gente que no trabajaba, que no paga impuestos, que iban por $200 que lo poníamos todos lo… https://t.co/t5K105jgaO",Sun Mar 03 00:33:53 +0000 2019,https://twitter.com/i/web/status/1102004129621250048,False
