Tweets,Fecha,urls,medios
"Dear person I hate: 
Odiar es muy fuerte, pero como me cae mal mucha gente, no puedo especificar.  
Así es que, gente que me cae mal:  paso.",Sun Mar 31 19:42:14 +0000 2019,,False
"Superaremos lo que nos pasó, no nos dejaremos solos.",Sun Mar 31 20:37:14 +0000 2019,,False
"Si amigos, no se metan nunca con su primer amor otra vez, proque terminan como yo todo el día pensando en lo qué pasó 😪",Sun Mar 31 21:15:42 +0000 2019,,False
Calma y angustia. ¿Saben la expresión en el que dice 'del amor al odio hay solo un paso'? Esos dos sentimientos pue… https://t.co/1xPoPVD8Rc,Sun Mar 31 22:43:25 +0000 2019,https://twitter.com/i/web/status/1112485578019360768,False
"siempre me pasó que quiero sacarme fotos con alguien y esa persona se saca CON TODO EL MUNDO MENOS CONMIGO, los odio",Sun Mar 31 23:01:40 +0000 2019,,False
"Y no me voy a preguntar
Si me hace bien o me hace mal
Si todo lo que nos pasó
Nos hizo vernos mal",Sun Mar 31 23:44:40 +0000 2019,,False
"Del amor al odio solo hay un paso. Lo malo es que ni tú me odias ni yo te odio, y lo peor es que yo te amo, pero tú no. #Lobosinluna 🌘 👽 🌘",Mon Apr 01 00:27:08 +0000 2019,,False
@JuliantinaInter No se que paso 😣😣 solo no querems que se alejen de nosotras por comentario negativo de otras personas hay que respetar 😔😔,Mon Apr 01 01:40:53 +0000 2019,,False
Le pedí a Dios que si era para mi lo dejara y si no que lo alejara y adivinen que paso 😦,Mon Apr 01 01:51:34 +0000 2019,,False
"no se que necesidad de hacer sentir mal al otro y seguir como si nada pasó, ascoo",Mon Apr 01 02:09:47 +0000 2019,,False
"Cada vez que pasó un par de días o más sin saber de mi mamá, les agarro más odio del que ya les tengo a estos hijos de puta.",Mon Apr 01 02:21:48 +0000 2019,,False
Alguna vez les paso cortar algo de raíz así sea amistad o cualquier cosa pero nunca olvidaron? Dios díganme que no… https://t.co/AWaWdQqV0l,Mon Apr 01 02:25:07 +0000 2019,https://twitter.com/i/web/status/1112541372416970757,False
"Una vez me sentí ""dolida"" porque una amiga no me pasó su red social. 
Hablábamos de problemas serios en aquel entonces.",Mon Apr 01 02:31:31 +0000 2019,,False
"Siempre sere alguien malo para una persona, es mejor que este hasta ahi nomas y después se alejen como siempre paso",Mon Apr 01 02:49:41 +0000 2019,,False
Nunca les paso de tener dos amigas  que se odien entre si? Algo así como ser amiga de Dios y del diablo a la vez,Mon Apr 01 02:56:39 +0000 2019,,False
"mk no puedo creer que tu relación haya terminado tan rápido, se veían muy lindos jajsja:(, no sé nada de lo que pasó pero ojalá vuelvan xdd",Mon Apr 01 03:09:58 +0000 2019,,False
"UDS. TIENEN FAMILIA. ALGUNO PASARA LO MISMO QUE PASO YO. TENDRAN CONOCIDOS, AMIGOS, LA PERSONA QUE TRABAJA EN SU CA… https://t.co/t6urTtLxsZ",Mon Apr 01 03:16:37 +0000 2019,https://twitter.com/i/web/status/1112554329632899073,False
"+completamente distorsionada de lo qué pasó, y eso me da miedo, me da miedo que se relacione con otras chicas y les… https://t.co/yu5I4QMOLo",Mon Apr 01 03:28:29 +0000 2019,https://twitter.com/i/web/status/1112557316816158722,False
"Yo sé cómo pasó, esa distancia que teníamos nena nos mató.",Mon Apr 01 03:54:28 +0000 2019,,False
"@MarceArgentina Los que tienen algo que ver con MACRI, QUE PARTE NO ENTINDEN???????",Fri Mar 01 09:04:37 +0000 2019,,False
"Por favor nunca más !!!esta política mentirosa ,agreseva ,inoperante FUERA MACRI!!!! https://t.co/lait48i2SI",Fri Mar 01 13:32:23 +0000 2019,,False
Estoy dispuesta a cortar todo tipo de relación con personas que a esta altura de sus vidas siguen apoyando el gobierno de macri,Fri Mar 01 15:44:35 +0000 2019,,False
"@lovrega No nos confundamos, el desprecio hacia nosotras y sobre todo hacia las más necesitadas q, además le dieron… https://t.co/ix0lAU09Ao",Fri Mar 01 16:42:32 +0000 2019,https://twitter.com/i/web/status/1101523122811879424,False
"espero que no se les pase por la cabeza votar a Macri o a Cristina este año, se los imploro",Fri Mar 01 19:09:00 +0000 2019,,False
"TENRMOS QUE ECHAR A ESTA MALDITA MAFIA MACRISTA CUANTO ANTES ESTAN RIFANDO EL PAIS CON NOSOTROS ADENTRO
RENUNCIA MA… https://t.co/lEbjTFHZrL",Sat Mar 02 01:30:27 +0000 2019,https://twitter.com/i/web/status/1101655978058100736,False
"@sbatakis ""Tengan en claro que cuando nos atacan, nos atacan no por las cosas que hicimos mal o las que no hicimos… https://t.co/9HL3dizGcC",Sat Mar 02 01:50:32 +0000 2019,https://twitter.com/i/web/status/1101661032337035266,False
"@amantesesposos Yo sólo quiero que se vaya esta gente antes de que se ponga peor la situación, sea elecciones, sea por la fuerza",Sat Mar 02 16:29:27 +0000 2019,,False
Me encantaría ver ahora a los que decían que vivían mal con Cristina,Sat Mar 02 17:11:10 +0000 2019,,False
"""El amor vence al odio"" 
""No somos como ellos""
Chupen pijas hay que ser peor que ellos..
Lo más triste es que los 7… https://t.co/DGmeyNbqSp",Sun Mar 03 12:44:13 +0000 2019,https://twitter.com/i/web/status/1102187925557690368,False
@ReasonToLive666 A ver a ver es Cristina y nada mas y estamos en contra de todos los q le hicieron  o hacen daño así es corta y facil.,Sun Mar 03 14:21:39 +0000 2019,,False
"Porque nosotros sí tenemos el amor, no el odio. https://t.co/MTBCG32xqa",Sun Mar 03 16:16:23 +0000 2019,https://twitter.com/CFKArgentina/status/1102237290506661891,False
Nosotros no somos lo mismo que ellos. Nosotros no odiamos! https://t.co/HWZGaez9UH,Sun Mar 03 16:30:41 +0000 2019,https://twitter.com/CFKArgentina/status/1102237290506661891,False
"@CFKArgentina Así es Sra. Presidenta . El odio no puede estar en nosotros , como ellos lo hacen .",Sun Mar 03 18:12:27 +0000 2019,,False
"MAURICIO MUCHA FUERZA Y MIS RESPETOS A TODA LA FAMILIA MACRI EN ESTE DÍA DE DOLOR, Y POR FAVOR RESPETAR ESTO, SIN A… https://t.co/vPhisEEQfA",Sun Mar 03 19:28:17 +0000 2019,https://twitter.com/i/web/status/1102289610212806656,False
Hago extensivas las propias. Para que nunca más el odio determine nada en nuestras vidas. https://t.co/7cCnXdsm1D,Sun Mar 03 19:27:46 +0000 2019,https://twitter.com/CFKArgentina/status/1102237290506661891,False
"No se si no se dan cuenta posta o su fanatismo los cega, pero independientemente de la ideología política que tenga… https://t.co/3flVRTHmsC",Sun Mar 03 20:51:56 +0000 2019,https://twitter.com/i/web/status/1102310662326358016,False
"Ven xq estamos de este lado de la grieta, no somos como ellos, que echan mano a cualquier bajeza, somos del amor, n… https://t.co/xS9NRnz06P",Sun Mar 03 20:59:13 +0000 2019,https://twitter.com/i/web/status/1102312495539212295,False
"Amo que los k se pongan el lema de ""EL AMOR VENCE AL ODIO"" Y Cristina y todos ellos son las personas más odiosas del universo",Mon Mar 04 01:11:20 +0000 2019,,False
Y no los miros más cambien de tema dejen de odiar a Cristina ✌️😘#debodecir,Mon Mar 04 01:36:02 +0000 2019,,False
"odio esta gente que se deja cegar por su odio a Cristina, a caso no se dan cuenta de la realidad de hoy en día????… https://t.co/hQvfuq5Zsm",Mon Mar 04 03:19:57 +0000 2019,https://twitter.com/i/web/status/1102408309854924800,False
"Trato siempre de hacer mea culpa por el actuar q tengo,y entiendo que del odio que tienen se burlen de la muerte de… https://t.co/8RBxxDF3HD",Mon Mar 04 14:05:24 +0000 2019,https://twitter.com/i/web/status/1102570743982886912,False
"La tensión sexual que hay entre Rodolfo y Cristina, dejen de jugar con nosotros la puta madre jajsjsjsjsjj",Tue Mar 05 00:49:22 +0000 2019,,False
"Perdono a AL y a Cristina. Y pido perdón.
Ya lo sabéis.",Tue Mar 05 14:58:19 +0000 2019,,False
"Psicologia Cognitiva es que los K amen a Cristina, y los de Cambiemos no amen a nadie pero odien a Cristina",Tue Mar 05 17:53:40 +0000 2019,,False
"Gente de verdad me tiene harto la falsa tensión sexual de rodo y Cristina tenemos q actuar y rápido, se estan aprovecha de nosotres",Wed Mar 06 00:44:33 +0000 2019,,False
"Los trolls de Macri, la conchuda, todos contra mi??. Vengan!!!!! De a uno o todos juntos!!!!! 😎",Wed Mar 06 14:34:29 +0000 2019,,False
"Te amo cristina, y que digan lo que quieran, pero nosotros vamos a volver✌💙💙💙💙",Wed Mar 06 20:12:44 +0000 2019,,False
"gente peleense con su familia, sus amigos y amigas, y los tibios que los rodean. no dejen que voten a macri !!!",Sat Mar 09 00:22:52 +0000 2019,,False
Lo que yo no dudo es que nos pediste que no nos enojáramos con la Iglesia y que nos mezcláramos con los pañuelos ce… https://t.co/aHvsBGBdmH,Sat Mar 09 03:05:27 +0000 2019,https://twitter.com/i/web/status/1104216600469737473,False
"Por más que Cristina gane y saque el país adelante, la van a seguir odiando porque para ellos el odio es más fuerte.",Sat Mar 09 13:43:51 +0000 2019,,False
"La que pide que no nos enojemos con la iglesia, ni con sacerdotes. La que jamás salió a decir una palabra en los ca… https://t.co/xXzdSgVN47",Sat Mar 09 20:02:50 +0000 2019,https://twitter.com/i/web/status/1104472635185000449,False
"@C5N @CFKArgentina Las Grietas siempre vienen del Mal  espíritu, para quitarnos la Paz y dividirnos !!! !!! ... ... ...",Sun Mar 10 18:19:58 +0000 2019,,False
"Entiendo que cuando escribo a nadie le importa y esta bien, como también entiendo que mi opinión no coincida, pero… https://t.co/36EfUYz832",Sun Mar 10 19:28:39 +0000 2019,https://twitter.com/i/web/status/1104826419048337408,False
Porque recuerden muchachos pase lo que pase siempre pero siempre con Cristina va a ser peor (?),Mon Mar 11 11:29:36 +0000 2019,,False
"""Y quiero pedirles, para terminar, en nombre de él, que construyamos con amor, que el odio que algunos quisieron de… https://t.co/GXY887ZUqR",Mon Mar 11 11:59:17 +0000 2019,https://twitter.com/i/web/status/1105075718009032704,False
"Por más que Cristina gane y saque el país adelante, la van a seguir odiando porque para ellos el odio es más fuerte.",Mon Mar 11 15:08:28 +0000 2019,,False
Queremos decirle a Macri y el resto de la banda saqueadora que no nos pongan locos porque podemos hacerles mucho daño,Mon Mar 11 18:04:17 +0000 2019,,False
"CFK: ""No se enojen, porque eso nos divide y eso no nos sirve. Yo creo que tenemos que estar unidos"".

Tenes razón c… https://t.co/eYGQgdffAb",Mon Mar 11 23:31:47 +0000 2019,https://twitter.com/i/web/status/1105249992678219777,False
"Estos tienen más odio hacia ELLA que empatía por los que la pasan y la van a pasar peor con Macri, háganse cargo qu… https://t.co/Vmi48rL9m0",Wed Mar 13 17:13:35 +0000 2019,https://twitter.com/i/web/status/1105879589748948998,False
"Si me matan o lastiman mucho, y no puedo decirles lo que pasó. Ya saben, fue mi agresor o sus amigos. Pero culpen a… https://t.co/Y3pbPOkzO4",Thu Mar 14 04:46:19 +0000 2019,https://twitter.com/i/web/status/1106053923016708102,False
No voy a poner ningún hashtag de mierda porque HARTA de que nuestro enojo por lo que le hacen a Cristina y a su fam… https://t.co/MG9tjaTFFD,Thu Mar 14 10:11:46 +0000 2019,https://twitter.com/i/web/status/1106135826709336064,False
"“LES PIDO A LOS QUE ME ODIAN QUE SE METAN CONMIGO, NO CON ELLA. NO MÁS CON ELLA, POR FAVOR” @CFKArgentina… https://t.co/3QSjYOkmKE",Thu Mar 14 10:11:31 +0000 2019,https://twitter.com/i/web/status/1106135762997776385,False
"👏👏👏👏""Por favor, se metan conmigo, no con ella"" https://t.co/I8XkaipzvK",Thu Mar 14 10:14:05 +0000 2019,https://twitter.com/CFKArgentina/status/1106132867556560897,False
".@CFKArgentina sobre la salud de su hija Florencia: ""Les pido a los que nos odian que se metan conmigo, no con ella… https://t.co/ZodntVVLyS",Thu Mar 14 10:22:08 +0000 2019,https://twitter.com/i/web/status/1106138435692253184,False
"...""Les pido a los que nos odian o que nos ven como enemigos.
Que por favor, SE METAN CONMIGO"".

No hay mucho que a… https://t.co/xWyCMzV7oO",Thu Mar 14 10:25:26 +0000 2019,https://twitter.com/i/web/status/1106139263027109890,False
Los hijos son lo más preciado que tenemos. No permitiríanos que nada ni nadie les haga daño. Aquel que se mete con… https://t.co/yPmYQswRSo,Thu Mar 14 10:25:23 +0000 2019,https://twitter.com/i/web/status/1106139253451509760,False
"""les pido por favor que se metan conmigo, pero no con ella"". Que mujer otra vez, todos los días y para siempre. https://t.co/1W0bLVgIS8",Thu Mar 14 10:24:30 +0000 2019,https://twitter.com/CFKArgentina/status/1106132867556560897,False
"""A los que nos odian les pido por favor que se metan conmigo, no con ella"" Palabras de CFK antes de partir a Cuba,… https://t.co/nOWQiJqXtV",Thu Mar 14 10:24:05 +0000 2019,https://twitter.com/i/web/status/1106138927319142400,False
"A pesar del odio de muchos, hay muchos mas que con amor las acompañamos, mucha Luz para las 2. https://t.co/LsD8sTPf6M",Thu Mar 14 10:23:08 +0000 2019,https://twitter.com/CFKArgentina/status/1106132867556560897,False
"""Por eso les pido a los que nos odian, o nos ven como enemigos, que se metan conmigo. No con ella por favor"". https://t.co/0zpdHgRoSy",Thu Mar 14 10:23:00 +0000 2019,https://twitter.com/CFKArgentina/status/1106132867556560897,False
"“Por eso les pido a los que no odian o a los que nos ven como enemigos, que por favor, por favor se metan conmigo.… https://t.co/MOqH05L54I",Thu Mar 14 10:28:02 +0000 2019,https://twitter.com/i/web/status/1106139918252851202,False
"""Por favor metanse conmigo pero no con ella.""
Porque ante todo, es una madre sufriendo por la salud de su hija. https://t.co/3j05Hwy1JL",Thu Mar 14 10:33:46 +0000 2019,https://twitter.com/CFKArgentina/status/1106132867556560897,False
"Les pido a los que nos odian que se metan conmigo,no con ella... https://t.co/KRiV1U5yNq",Thu Mar 14 10:32:13 +0000 2019,https://twitter.com/CFKArgentina/status/1106132867556560897,False
"""Les pido a los que nos odian,que se metan conmigo,no con mi hija Florencia.""
Cristina Kirchner,una madre defendien… https://t.co/iHcUhZr80i",Thu Mar 14 10:35:48 +0000 2019,https://twitter.com/i/web/status/1106141875147292672,False
"✋ @CFKArgentina habló de la enfermedad de Florencia: ""Les pido a los que nos odian que se metan conmigo y no más co… https://t.co/1iKySVxFkP",Thu Mar 14 10:35:05 +0000 2019,https://twitter.com/i/web/status/1106141695308193792,False
"""Les pido que se metan conmigo,pero no con ella, no más con ella, por favor"" 
lloré😭😭😭😭😭

#FuerzaFlorencia Fuerza F… https://t.co/pIe3ScO9OJ",Thu Mar 14 10:51:24 +0000 2019,https://twitter.com/i/web/status/1106145801460424704,False
"""Que se metan conmigo, no con ella..
No mas con ella por favor""
Adoro a esta mujer! https://t.co/ZkqembrEW4",Thu Mar 14 10:48:11 +0000 2019,https://twitter.com/CFKArgentina/status/1106132867556560897,False
"Cristina Kirchner: "" Les pido a los que nos odian que se metan conmigo, pero no con mi hija"".",Thu Mar 14 10:54:01 +0000 2019,,False
Los que somos padres sabemos lo que nos duele que se metan con nuestros hijos. Por eso @CFKArgentina  se meten con… https://t.co/RbyfbDybhT,Thu Mar 14 10:54:00 +0000 2019,https://twitter.com/i/web/status/1106146454245179393,False
"Le pido a los que nos odian,
que se metan conmigo.
No, con ella, por favor.
No con ella.
Mensaje de Cristina por la salud de su hija.",Thu Mar 14 10:55:24 +0000 2019,,False
"Cristina Kirchner habló de la enfermedad de Florencia: ""Les pido a los que nos odian que se metan conmigo y no más… https://t.co/xdLtpT4Ne6",Thu Mar 14 10:57:43 +0000 2019,https://twitter.com/i/web/status/1106147388115296256,False
@CFKArgentina No se metan con ella. Metansen conmigo.!!! Por dios como no quererte!!✌❤ #CRISTINACONTRATODOS,Thu Mar 14 10:58:54 +0000 2019,,False
"""Les pido a los que nos odian, que me odien a mí, no a ella..."" 
👇👇👇 https://t.co/LuhcTmojGs",Thu Mar 14 10:58:38 +0000 2019,https://twitter.com/CFKArgentina/status/1106132867556560897,False
"CFK: ""Les pido a los que nos odian, o que nos ven como enemigos, que por favor se metan conmigo, pero no con ella,… https://t.co/z8HSYdUxT5",Thu Mar 14 11:03:51 +0000 2019,https://twitter.com/i/web/status/1106148934047723520,False
"Cristina sobre Florencia: ""Les pido que se metan conmigo, no con ella"" https://t.co/pdfzHbjh7T",Thu Mar 14 11:08:41 +0000 2019,https://twitter.com/CFKArgentina/status/1106132867556560897,False
No explicò un carajo! Dicen q no se metan con su hija y la desgraciada se metiò con cada hij@ de cada habitante!! N… https://t.co/EtTniIrNqh,Thu Mar 14 11:11:11 +0000 2019,https://twitter.com/i/web/status/1106150777092038657,False
"Fuerzas Cristina...!!! Que terrible dolor q atraviesa una madre. 
Dejen vivir en Paz!!! 
No puede existir tanto odio!!! 
Porque???",Thu Mar 14 11:10:48 +0000 2019,,False
Ahí está pidiendo a los que la odian que se metan con ella. Poniendo el pecho. Que pedazo de mujer. Fuerza Cristina!,Thu Mar 14 11:10:07 +0000 2019,,False
"""Le pido a los que nos odian"" https://t.co/nEbghUzOcB",Thu Mar 14 11:17:19 +0000 2019,https://twitter.com/cfkargentina/status/1106132867556560897,False
"""Le pido a los que nos odian o nos ven como enemigos que por favor se metan conmigo pero no con ella"". https://t.co/qN6qIipIdj",Thu Mar 14 11:18:42 +0000 2019,https://www.pagina12.com.ar/180880-cristina-kirchner-expllico-que-le-pasa-a-su-hija-florencia,False
"Cristina Kirchner habló de la enfermedad de Florencia: ""Les pido a los que nos odian que se metan conmigo y no más… https://t.co/UKXoiLnqUq",Thu Mar 14 11:25:52 +0000 2019,https://twitter.com/i/web/status/1106154473196568576,False
‼️Tanto odio no quedara impune‼️...Toda la fuerza mi querida y 🌹Única Presidenta🌹...les mandamos un pedazo de nuest… https://t.co/Gk5JHAQbjw,Thu Mar 14 11:22:22 +0000 2019,https://twitter.com/i/web/status/1106153593315430403,False
"Esto es increíble, pero al menos sepan, que el odio es un bumeran y ese odio que sienten hacia Cristina, les va a v… https://t.co/zGRuQB6HDV",Thu Mar 14 11:21:47 +0000 2019,https://twitter.com/i/web/status/1106153445252362242,False
"""Les pido a los que nos odian, que por favor se metan conmigo"", el pedido de @CFKArgentina 

📺Mirá el video👇
https://t.co/CfPEL3BEkM",Thu Mar 14 11:29:21 +0000 2019,https://diagonales.com/contenido/les-pido-a-los-que-nos-odian-que-por-favor-se-metan-conmigo/13589,False
@todonoticias CFK no quiere que se metan con la hija como ella lo hizo con nuestros hijos. Dijo que su hija no elig… https://t.co/rIhW5JloOo,Thu Mar 14 11:32:36 +0000 2019,https://twitter.com/i/web/status/1106156169754824707,False
"'les pido a los que nos odian que por favor se metan conmigo, pero no con ella. no más con ella, por favor'.… https://t.co/16f3zNYu7A",Thu Mar 14 11:36:53 +0000 2019,https://twitter.com/i/web/status/1106157246013206528,False
"Metanse conmigo, pero no con ella, les dice Cristina. El amor vence al odio. #FuerzaCristina https://t.co/vHMZrtjFov",Thu Mar 14 11:35:36 +0000 2019,https://twitter.com/CFKArgentina/status/1106132867556560897,False
"Fuerza, compañeras. El odio no podrá con nosotres, el odio va a destruir a les que lo siembran y diseminan por la A… https://t.co/i8PJBQSOQ6",Thu Mar 14 11:43:52 +0000 2019,https://twitter.com/i/web/status/1106159004542214146,False
"""A los que nos odian, o nos persiguen, les pido por favor que se metan conmigo, pero no con ella. No más con ella,… https://t.co/PYXl8tfnII",Thu Mar 14 11:47:50 +0000 2019,https://twitter.com/i/web/status/1106160000668454912,False
Les pido por favor que se metan conmigo no con mi hija dijo Cristina. Por dios denle un premio.,Thu Mar 14 11:58:13 +0000 2019,,False
"Son malos, malos, mala gente. Pero el amor vence al odio. https://t.co/P3qEiRRNNq",Thu Mar 14 11:57:44 +0000 2019,https://twitter.com/CFKArgentina/status/1106132867556560897,False
"@cfkargentina hdrmp nos pedís a los que te ""odiamos"" que no nos la agarremos con ella? Ella es la misma mierda que… https://t.co/Vhbh1nMS0O",Thu Mar 14 11:56:46 +0000 2019,https://twitter.com/i/web/status/1106162249108996102,False
"Cristina Kirchner habló de la enfermedad de Florencia: ""Les pido a los que nos odian que se metan conmigo y no más… https://t.co/j5jS3KL8y1",Thu Mar 14 11:54:47 +0000 2019,https://twitter.com/i/web/status/1106161750754373633,False
"Que se metan conmigo no con ella...!!!!!

No estaras sola jamas... a tu lado todos nosotros para apoyarte siempre !… https://t.co/J1sbjPb35X",Thu Mar 14 11:54:35 +0000 2019,https://twitter.com/i/web/status/1106161700645023744,False
